user_id,item_list
67,23 181 2 111 122 7 17 28 27 13
68,138 96 324 1994 3373 281 344 2970 2853 3221
69,19 14 95 65 22 4 172 2 33 48
70,67 135 177 44 80 74 19 33 2 5433
72,9653 10901 7454 7169 10910 8620 20013 6479 10999 13370
73,125 10057 21 14367 14602 20460 20120 13683 19493 21560
74,27 47 11 42 145 37 9 2 14 136
75,19291 184 56 319 803 20871 21061 570 16985 450
76,11626 14767 10861 7381 308 5292 7708 12502 11665 8293
77,7 6 1 18 26 19 112 137 8 131
78,7212 14083 7 155 131 63 88 546 25 21885
79,138 208 344 66 77 175 318 254 146 171
81,7600 9404 8 135 67 172 21218 44 2599 19079
82,55 76 3 49 2 20 33 181 486 4
83,1083 1214 1288 2237 486 40 41 39 55 837
84,411 583 1537 2243 1497 7558 4828 905 2 4872
85,39 31 41 116 60 304 83 428 378 309
86,154 28 298 17 786 27 47 11 398 145
88,11531 99 1089 346 139 318 133 2204 3 314
89,12672 12673 12677 15014 15015 18468 18467 16483 16484 16480
90,21 64 109 98 13 144 17069 19761 198 104
91,2 915 7 104 4 56 38 90 1406 35
92,21223 22320 18944 12520 18359 14083 19606 21868 20337 15245
93,95 1024 220 768 537 191 174 17 860 621
94,28 42 11 145 51 136 37 19582 20883 365
95,44 26 75 16 114 4 61 107 183 32
96,766 1264 72 401 617 118 135 1346 483 601
97,5431 16700 7604 21823 11114 6530 7884 10056 11024 654
98,11765 7839 8688 13600 13494 20783 17162 15980 13001 7590
99,138 96 64 57 995 204 356 527 877 1644
100,313 764 636 119 99 2293 14 252 63 6149
101,2314 837 754 624 1290 82 2946 1051 828 282
102,7055 2904 2843 2283 5724 3208 2284 2958 4810 2585
103,1481 694 98 901 26 172 155 13 1737 11
104,2 299 3 252 1 119 11 8 41 35
105,19078 8752 18668 6820 19003 15563 21089 7450 7443 7444
107,55 39 3 7 2 4 33 16 467 313
108,585 1960 2075 1722 1443 2106 689 708 1163 2109
109,131 7 15 26 284 51 105 87 21 215
110,58 76 82 983 428 496 1213 770 919 2416
111,95 59 220 389 584 465 536 22 326 1
112,3692 2603 19983 217 13908 51 81 21538 20857 18402
113,168 104 56 184 240 224 372 149 310 570
114,17 5 5427 11470 27 50 111 16061 22338 20958
115,1511 10667 11296 44 6 7 6374 17462 2700 14
116,15 101 161 354 403 337 544 506 7 699
117,88 179 596 401 393 4894 217 1927 798 442
118,7 112 30 18 295 677 70 276 380 820
119,102 300 596 20546 813 179 1433 416 1336 2436
121,2886 6468 2729 3659 4976 3134 6222 6784 2575 3586
122,3659 3134 6468 6222 4050 4051 5298 4698 4807 4830
123,73 33 103 4 19 427 65 194 163 24
124,1342 715 346 1198 2963 8112 1704 7124 2590 5806
126,8755 7521 6276 7522 6026 6027 8690 11573 5585 21138
127,618 40 41 39 55 47 11 50 2 42
128,42 28 50 11 9266 145 37 277 5 363
129,585 1960 1722 21810 14172 708 1443 2013 2109 4154
130,18434 14982 20753 148 14981 736 593 116 378 175
131,55 6967 2 198 7 9 23 5 117 4
132,133 474 171 316 335 843 314 139 554 269
134,4 80 2 6 65 73 174 95 24 14
135,132 566 22 891 763 48 2 446 24 84
136,8740 9766 17751 16666 18551 17766 20340 18166 11033 13350
137,1 157 4 14 313 22 20 6 33 376
138,11 120 117 50 28 17 54 47 27 42
139,31 56 58 22 33 170 103 144 65 3
140,11 44 4 25 95 17 19 2 42 6
141,5 624 17 28 31 27 8 42 47 14
142,41 40 39 7 58 55 8 2 94 88
143,28 17 47 638 1573 569 50 27 42 480
144,35 168 144 9 184 224 240 149 310 319
145,56 1 42 144 47 28 50 3 16 149
146,514 520 93 1978 85 1450 214 38 211 203
147,1 2 9 3 80 33 48 95 22 17
148,265 279 116 20 60 66 175 77 4344 7058
149,37 47 50 2 145 14 45 17 35 1
151,1207 936 11719 1067 1290 754 14482 2860 1405 621
152,4 45 80 8 326 157 26 6 389 2
153,17 27 42 37 145 136 363 122 111 277
154,58 55 76 3 1083 486 2 634 1288 481
156,42 37 451 136 760 691 3093 124 824 1
157,17907 17895 17896 17889 17897 17891 17908 7027 6197 6725
158,19 33 1 20 65 95 157 14 35 8
160,73 141 22 427 330 134 163 170 424 115
163,3259 1098 2077 71 5 436 2170 732 1528 1084
164,44 4 61 16 72 25 67 339 26 79
165,15916 16344 8999 9189 10197 2832 12595 11593 5542 12594
167,33 48 20 4 103 24 80 251 19 1
168,189 44 0 284 808 285 1 557 1266
171,28 47 145 433 50 136 582 11 42 399
172,40 76 3 13 23 342 149 7 486 78
173,320 2013 585 1163 708 2106 2075 262 1443 1960
174,154 15337 298 11515 9988 20089 17580 18582 19244 6557
175,4 20 22 48 74 24 73 44 6 10
177,27 145 136 1 14 80 277 9 5 111
178,1 3 4 54 2 128 17 112 68 25
181,1321 1304 1899 1932 2255 1019 4471 4446 18675 2151
182,27 28 42 11 145 37 277 363 111 730
183,16596 9741 19084 14100 13860 9205 12763 9883 13847 12096
184,27 42 50 47 2 1 19 22 145 9
185,901 1737 2326 3872 2256 11404 1706 19 292 388
187,17 28 11 399 145 201 244 5 37 136
188,3537 2791 3407 7145 2702 2072 8229 5664 1253 1032
189,4057 5332 1198 94 2582 5806 2963 3458 88 2163
191,2963 738 2577 1920 262 392 6588 1172 1704 1387
192,154 446 24 38 4 472 2 84 1057 14
193,4371 5608 4248 3976 4775 3303 21829 2053 33 1763
194,51 21206 21 20934 21332 166 81 69 12173 14138
196,3750 509 1846 1966 1054 910 712 5186 401 171
197,430 242 467 573 615 152 764 1111 873 636
198,36 161 403 506 511 354 337 857 750 375
199,5523 8160 6255 4868 5378 3122 13822 12753 3433 4465
200,9325 10 51 4247 159 166 155 18 21025 19759
201,73 20 141 22 4 48 251 194 33 174
202,96 320 40 16158 39 2423 76 2424 540 2075
203,4066 9528 17654 19688 10232 8993 4662 10790 21092 22341
205,4 8437 9944 12243 9943 22 8417 9405 8 8376
206,981 851 1568 19924 5695 229 17381 1842 18108 13525
207,238 135 199 278 1931 481 1897 72 634 541
208,22 4 2 20 45 39 41 58 73 6
210,433 399 582 21398 17707 261 316 474 350 292
211,323 1296 603 214 230 211 154 3189 298 4246
212,51 81 365 107 1790 162 217 298 712 642
215,1210 2716 2355 1519 3090 2202 3645 2841 1938 3648
216,985 510 957 500 1375 800 160 178 584 536
217,144 35 168 184 240 310 56 258 558 803
218,43 109 57 348 16 88 204 85 130 25
219,107 81 21 88 217 4 7 29 26 6
220,12798 13878 4252 21154 20332 19012 18909 137 16655 18847
221,7792 17535 10914 294 883 11336 8962 22260 17203 6138
223,4727 8636 903 732 18649 4 19845 20 1 13644
225,250 278 541 1053 238 781 748 395 481 404
226,19 1 90 70 48 68 54 84 4 24
227,116 175 304 309 103 142 83 378 593 20
228,189 74 61 44 75 20 8 77 190 19
229,80 19 48 33 22 2 24 1230 8 36
230,108 759 18110 17640 10537 2152 1613 3236 18492 9049
231,28 42 50 85 37 15 88 136 2 145
232,48 4 2 19 33 20 6 65 31 40
233,6 1 2208 96 182 19 7 16 14 48
234,136 145 27 1549 47 42 3183 28 37 1867
235,55 664 43 98 64 486 342 7 21 143
236,116 175 304 12877 309 437 593 736 279 3
237,1112 1028 1283 1728 786 998 973 8155 739 1989
238,80 174 157 4 2 1 33 48 20 456
239,4941 16831 15281 3162 3620 1488 13989 3616 21300 390
240,2689 2913 3460 2057 3214 3533 399 7991 801 433
241,4567 687 425 8794 423 13457 741 3450 6124 6024
242,17628 13333 19859 17641 10897 14537 4900 13336 12370 5216
243,8 1191 3162 1422 2453 25 1481 3620 3590 18490
245,2657 1 93 203 1093 214 6249 211 520 11035
246,21141 16534 21097 9172 16743 19533 11762 13770 16765 22121
247,56 168 310 184 382 149 373 319 288 570
248,114 190 26 30 110 177 90 6 135 407
249,39 55 486 3 342 7 592 143 811 2
251,4 33 8 3 20 19 14 2 39 31
253,80 2 44 33 157 20 10 24 22 14
254,329 139 612 1005 261 994 1374 1620 1069 1622
255,14 2386 20 24 103 74 157 73 9 4267
256,220 537 95 191 2161 621 997 175 2211 1007
257,681 80 301 170 20 955 702 631 141 260
258,585 1722 689 1041 907 2075 2106 1911 389 1960
259,537 45 389 621 191 51 1067 5 1756 6
260,80 1 20 33 22 2 65 8 216 6
261,189 44 0 284 808 285 1 557 1266
262,50 5 136 104 56 111 277 1 122 71
263,135 14 8 24 67 6 9 35 132 56
264,20390 767 8933 10714 36 19157 15572 4 19047 6
265,571 1 106 62 4 132 14 2 107 739
266,20528 19199 18356 22101 22262 12301 7723 6679 5453 20846
267,2615 2513 7294 5257 2309 1607 36 14547 19789 774
268,7900 16672 6551 4100 15146 20276 9843 2962 3372 733
269,28 17 122 50 27 145 244 42 37 168
270,39 58 486 3 342 78 7 592 143 2
271,824 451 685 745 827 569 160 59 1746 584
273,9027 1768 4583 20536 555 2202 600 12486 7716 769
274,20323 18525 1196 1100 2186 19157 10723 3959 7856 4324
275,496 476 16666 2208 3460 8332 2689 3214 2057 2967
276,161 3 58 403 506 41 40 39 354 337
277,430 573 376 561 14439 20061 21136 10 2293 117
278,138 324 344 81 120 72 8 51 178 10
279,20193 13280 16695 30 108 112 90 8517 137 107
280,17286 149 683 104 12162 807 35 224 373 8834
281,40 41 39 31 618 17 27 11 47 50
282,116 8 66 20 67 3 265 33 2 80
283,35 9 144 104 135 373 240 4 31 106
285,572 789 2149 1931 41 40 39 2879 20 66
286,19820 17608 17640 17561 20950 10913 18003 20502 20488 8872
287,1232 40 41 39 31 474 843 76 303 350
288,1095 1354 690 52 3176 44 19971 25 12641 109
289,390 884 915 1438 82 15 101 1812 69 1207
290,34 51 365 179 36 449 85 4057 4704 154
292,14 563 316 8 171 3 314 17 146 20
293,4 22 33 103 19 74 48 73 8 80
294,15 36 1234 1223 291 895 403 1523 506 515
295,1630 521 5848 11834 13045 1221 13983 1966 5706 5303
297,11 17 4 44 7 47 42 6 5 2
299,465 389 45 537 880 792 191 768 1024 1067
300,296 3092 7064 360 407 1337 6 10622 1615 13764
301,31 39 58 87 81 107 237 3 179 26
302,33 22 20 6 65 14 219 73 2 157
303,16 14448 17989 17660 19377 44 18178 9079 14111 15110
304,20880 19567 18990 15544 21850 18805 19220 11280 7455 7454
305,29 159 117 510 7 180 64 131 43 751
306,179 88 3325 596 734 1172 715 11671 601 1637
307,11174 5242 4573 8759 4579 5996 16974 5038 16842 4736
308,14586 19213 51 81 202 365 15751 17173 15435 13259
309,98 43 198 356 1012 13 29 576 204 995
310,401 202 596 51 262 183 72 108 813 16
311,5772 5977 9745 3862 716 1448 13834 9134 352 1625
312,4094 12082 6064 8328 12929 5044 21554 12197 14088 7647
314,35 9 382 240 149 224 570 373 310 319
315,51 401 9770 87 596 131 81 217 12812 813
316,189 44 0 284 808 285 1 557 1266
317,20400 11428 16279 19796 17480 1040 8985 7764 20252 121
318,2967 2208 3214 2747 4223 1267 9912 9211 2057 3981
319,279 103 5831 4 1436 867 22 65 74 170
320,12259 11809 22055 44 4 15864 21667 21438 5448 6
321,6550 20030 2641 16143 16880 51 107 131 16176 17684
322,682 769 600 722 771 778 1683 1155 760 578
323,45 537 1024 880 792 906 768 621 7444 4
324,558 1772 319 2717 224 807 20017 974 1887 2064
327,102 725 205 267 1501 858 398 698 2894 2778
328,20737 18676 13839 20290 13032 13168 11290 21496 21669 21222
329,9573 3000 3644 11510 18093 17613 13883 8115 11772 5680
330,171 314 254 269 563 966 1079 932 325 843
331,109 455 154 16222 13690 85 64 43 13 98
332,39 58 31 41 40 76 55 4 2 19
334,12 31 39 55 7 41 40 35 5 76
337,56 104 168 240 184 224 149 373 382 288
338,11 42 50 28 9 145 168 16638 9062 12366
339,1143 1100 4324 983 2234 82 22 42 35 397
340,3976 6948 5841 4775 4371 2056 11220 1506 16969 21829
341,949 380 422 744 359 1180 3069 276 3614 283
342,16534 15647 26 1347 13839 15238 20737 20851 15270 20396
343,76 3 10 182 208 342 112 9 486 128
344,34 94 15597 17476 99 627 262 681 16982 1704
345,266 16 4 12 1 52 67 2 19 6
346,1 17 47 2 16 80 22 14 28 50
347,45 4 20 17 48 465 22 1 42 291
349,146 254 318 474 314 325 329 316 269 165
350,22347 168 35 104 310 382 56 184 1286 11
351,2007 438 2986 3032 8382 3899 3095 1467 8352 2740
352,2121 2366 1090 1776 733 4855 2962 2495 261 2120
353,848 10 3233 2468 208 690 3176 1863 324 588
354,189 44 0 284 808 285 1 557 1266
355,41 55 31 486 592 3 618 7 112 2
356,134 33 103 8 48 66 73 65 251 170
357,771 778 2692 722 2800 17 760 5251 42 578
358,283 54 7 295 380 68 820 276 1002 18
361,10307 8209 5996 5650 4579 11174 17574 5755 5242 19622
363,117 5317 500 800 51 308 178 985 131 1493
364,1321 1464 1197 1304 2807 4749 3030 3302 8284 4341
365,9899 15 18536 17801 13624 21616 16102 21880 7183 9326
366,6 14 24 19 20 8 106 22 132 46
367,17723 12967 13057 10669 13679 19757 8028 13089 15806 563
368,509 399 433 1054 582 28 160 17 59 5946
369,2501 2367 60 148 3945 4292 13965 11181 304 378
370,16837 7084 313 18599 242 376 467 430 9642 573
371,298 88 929 162 51 87 81 179 21 107
373,4223 6110 1833 4211 5633 9912 3220 3043 3100 1970
374,44 4 90 16 112 2 1 3 6 1244
375,20 103 65 73 24 141 22 19 330 74
376,536 259 584 956 1001 1233 4137 2718 1837 2678
377,1596 969 71 1483 2236 293 23 27 40 17
379,15 101 85 154 21 51 403 354 230 203
380,566 763 891 446 1305 42 6 28 17 27
381,82 886 390 1143 703 41 343 713 111 1700
382,326 465 880 220 906 537 389 792 768 2092
383,326 906 1024 465 95 11885 880 768 15465 45
384,465 95 220 19 1 860 191 4 17 1007
385,3037 6868 6909 4085 116 31 65 3386 39 21888
386,3 9 6 35 14 78 18 41 160 8
387,2513 2615 1123 1688 684 12829 5747 5872 6483 8598
388,52 154 25 88 8 108 94 99 19997 459
389,4 33 80 1 20 14 157 65 73 2
391,6 7 14 4 10 3 30 93 16 18
392,15373 8226 21590 156 300 18390 15163 21848 8326 7617
393,896 2284 2566 2767 2288 1195 3526 2283 2492 2904
394,320 1960 907 2075 17 4154 3582 2317 5929 689
395,3602 18851 13700 20117 4507 10939 18355 13075 13553 177
398,1674 1316 1767 299 12147 10998 11056 11880 7506 119
399,1505 14573 891 718 4126 11119 566 15472 7808 19699
400,50 17 47 42 35 145 136 168 149 144
401,1916 10152 18632 5697 7084 414 16837 17988 956 584
402,189 44 0 284 808 285 1 557 1266
403,2 6 14 19 48 24 7 22 38 8
404,1 2 17 4 47 22 11 42 3 174
405,144 168 149 64 240 13 224 310 29 373
406,540 907 147 585 1041 708 1443 1722 22251 1840
407,9369 496 44 15 3 4 51 114 14 6
409,1960 1840 2109 2013 2317 99 1911 2829 6207 3653
410,254 1089 318 171 133 314 474 563 316 261
411,9 22 56 141 48 193 55 73 115 4
412,179 13600 7839 5378 255 88 15980 118 8 12753
413,22 48 103 33 1313 1 73 194 427 20
414,4540 10621 19363 5231 12282 14506 19663 49 289 10050
415,97 150 405 458 615 873 1602 3936 35 13
416,121 35 11354 56 9 184 7 14482 30 37
417,34 87 94 88 105 29 192 81 217 131
418,36 101 10 354 20070 257 403 112 3 1
419,4465 2590 2370 1387 5604 15404 5803 1294 715 2163
420,7847 4321 4870 4350 5020 4095 20109 5992 6525 6367
421,3440 8092 2669 981 108 5586 5912 872 1906 6180
422,208 344 596 81 813 85 107 131 237 87
423,299 252 119 22054 3543 3392 3398 9884 7640 63
424,44 52 281 1 2 20 6 67 3 19
425,14127 12228 7263 21066 16260 102 10830 18952 21966 21392
426,27 28 50 11 136 37 363 679 730 122
427,131 51 90 38 21 93 81 15 1 26
428,11292 181 16 25 243 410 44 52 172 882
429,3737 3487 5503 3513 3726 1619 6670 4385 7621 6664
430,9 16 1 4 6 19 74 7 3 61
431,188 203 214 323 514 603 211 1296 154 1450
432,532 12843 2741 3107 4933 5433 4361 154 67 3788
433,11040 44 7630 229 182 16 8 19359 25 52
435,90 108 1244 2693 368 2428 1969 1971 19014 22231
436,220 44 1 389 465 326 19 6 16 3
437,48 73 33 103 194 427 272 170 4 19582
438,9 168 149 11 144 353 415 319 382 224
439,31 41 58 2 533 76 4 9 3460 2505
440,50 28 11 17 27 370 42 145 371 103
441,956 536 17 414 648 27 80 42 1 898
442,182 96 344 4473 16 9296 17001 1201 52 20452
443,841 67 395 177 411 238 33 135 4 634
444,2 9 14 30 702 1 104 17 801 1931
445,27 28 47 42 11 9280 16667 145 136 5
446,20681 18399 8036 19480 18139 7741 19501 19887 16296 13734
447,2781 5134 5176 2622 10862 1256 10334 4277 5144 1622
448,42 27 1 47 9 28 50 2 136 23
449,189 44 0 284 808 285 1 557 1266
450,52 8 4 44 117 2 159 25 1 6
453,202 107 179 1899 18433 19 26 81 118 131
454,40 39 1041 585 148 708 1722 1163 1960 2075
455,27 50 42 14 188 214 145 37 9926 154
456,278 546 743 541 67 250 404 1152 9024 177
457,828 1716 1409 706 754 1179 936 236 805 1290
458,41 34 2 486 4 112 78 2518 62 1637
459,116 148 342 39 175 1108 40 4 31 3
460,40 58 55 1123 3 9 5872 7 32 2
461,11 28 184 27 56 824 47 17 224 42
462,3613 1653 6557 14593 766 16842 8960 2703 321 6563
463,17 27 42 47 2 1125 50 1535 1124 1
464,75 4 172 20 22 19 73 8 44 48
465,4524 4796 1 161 3 7 6 14 8 403
466,8437 8885 9405 13110 17237 10644 8402 12232 4488 17161
467,90 6 34 46 106 14 345 24 4036 38
468,1828 1990 1186 20404 1279 2295 6111 2558 21460 40
469,8907 2667 9732 12366 9062 16539 12785 16383 96 138
470,97 152 405 3362 150 873 1227 1602 1095 2203
471,48 19 20 95 2 65 1 73 80 6
472,582 293 126 321 259 488 160 340 287 584
473,3 7 137 132 530 54 446 21172 566 472
474,238 4 1 8 177 278 250 24 404 634
475,189 44 0 284 808 285 1 557 1266
476,938 1225 956 160 470 2063 536 648 1932 259
477,1 63 155 2 11 50 19582 20883 17 107
478,154 514 188 203 93 1978 38 41 520 645
479,19323 17025 19393 21190 177 67 17294 118 1839 2811
480,23 64 196 13 91 1610 98 57 2619 69
481,750 1281 857 986 1185 832 970 1231 1525 1075
482,35 56 104 95 2 5 4 1 184 168
483,97 5765 1111 405 150 458 615 9 13674 5133
484,10329 14592 964 18866 799 3842 853 1374 4973 1916
485,388 1458 686 261 399 563 347 325 1240 5209
486,2830 2897 4985 6557 4290 2026 1311 5140 3453 16842
487,250 177 278 404 199 238 20873 67 21780 226
488,43 98 13 198 474 1006 335 1448 57 133
489,721 617 22024 3290 88 946 1692 19337 179 11365
490,66 116 60 148 175 279 272 304 142 73
491,10342 12387 12891 19480 790 18908 7345 15381 19763 2448
493,19370 19583 19099 12210 1097 15133 9352 956 584 536
494,31 40 72 2 55 33 48 76 3 813
495,9573 1222 3644 11510 17696 162 1695 51 87 13341
496,743 11975 546 199 8204 17859 19447 238 278 1152
498,391 1775 1311 35 4985 2897 2579 1939 5140 4290
499,11 27 1 42 50 33 28 5 14 157
500,101 840 36 506 2777 4426 4714 8092 637 515
501,76 20 4 45 3 19 465 9 83 486
503,21442 21170 33 5 6965 48 7568 65 21848 71
504,775 824 564 1868 898 1355 2888 745 1147 239
505,15 7 154 36 23 41 31 40 10 9
506,189 44 0 284 808 285 1 557 1266
508,8598 10861 6468 2575 11787 11167 3586 14769 4976 7526
509,39 76 2 48 45 4 22 326 7 389
510,60 116 175 304 378 8 20 33 736 497
511,39 40 3 96 8 138 20 15 182 1342
512,2 9 4 22 19 80 20 144 168 30
514,12029 663 427 21387 73 194 272 141 22 370
515,14361 19533 4501 4665 1 20492 19994 70 341 12249
516,59 584 956 259 536 1350 1001 999 648 1657
518,278 16 541 177 135 266 404 250 1 25
519,15 583 411 101 841 1990 6470 1682 36 905
520,1884 1442 2763 3059 2671 1208 4404 930 1633 669
521,15954 13784 19880 11095 20116 19929 15158 9587 18320 9173
522,8 3 25 1 44 52 32 182 96 172
523,1143 1662 282 1669 1207 936 556 1642 526 14485
524,236 848 1290 1440 82 19202 837 703 754 20261
525,3502 38 5155 12486 2716 93 87 12537 36 555
526,9555 17798 3648 14763 1519 14770 7009 2712 14399 5313
527,189 44 0 284 808 285 1 557 1266
528,17979 17966 20156 17973 17948 17954 16120 17963 17955 21774
529,871 571 1365 1496 1629 45 112 326 95 220
530,27 28 50 42 37 18777 145 136 18835 14328
532,509 1846 1054 16828 146 186 133 254 171 314
533,66 304 175 593 4 428 44 20 138 25
535,18771 14774 212 21235 6253 2236 9057 13882 17 42
536,39 55 3308 1100 48 1847 2186 20 212 2
537,19323 17025 19393 5663 17361 1629 17294 264 871 10735
538,8310 8305 3216 6297 9282 6049 9204 8815 6045 7557
539,177 716 199 281 634 743 395 301 598 1174
540,4688 7899 20018 625 1213 1062 770 678 20043 1857
542,51 29 260 1874 228 80 154 4 131 776
544,936 1207 805 1177 1290 1409 82 343 526 2314
545,4 2 20 33 6 75 172 1 22 80
546,55 58 76 1049 349 3 486 15 3658 7
547,93 38 214 188 203 211 1897 514 36 645
549,60 304 175 378 736 309 577 4 44 2446
550,4 77 44 25 66 33 67 7 18 6
551,17 28 50 11 37 136 277 243 9 181
552,339 94 99 590 179 2553 176 177 183 241
553,39 41 3 60 32 77 96 182 33 20
554,159 120 2219 6 18 63 161 87 3 85
555,249 639 1273 1146 928 129 242 313 5923 376
556,903 732 913 120 159 800 1579 500 3031 1805
557,3 152 1377 150 5 405 3399 2097 9 1602
558,8896 9904 15554 18399 3150 7598 11992 5396 5859 17139
559,9954 19335 17790 13569 17699 19547 9800 9853 5949 13567
560,15145 8775 18650 16870 21039 11190 13873 16520 156 8678
563,20 65 170 279 22 141 83 142 77 265
565,21398 112 16231 4592 19863 21625 22098 14772 1391 137
566,20522 19452 15610 15573 20441 18139 11789 11847 10172 13952
567,2637 1425 1604 4052 3592 2401 1796 2683 3452 1729
568,14 17 6 28 93 47 145 46 132 70
569,8 4 1 44 7 19 3 70 132 229
570,138 324 344 66 10 60 3246 175 178 3
571,1444 830 451 749 691 578 3677 3093 157 174
572,569 827 638 451 1147 1052 1868 564 3093 1055
573,8 93 211 278 52 3 38 4 540 188
574,16983 4441 20521 12640 19063 19 6102 5044 20816 6064
575,11653 199 85 1670 1152 4288 2036 66 116 60
576,116 77 60 175 134 304 736 279 378 309
577,17 47 50 27 37 42 145 2 155 192
578,3068 4987 4033 15515 18095 15782 6336 883 14310 11188
579,8508 270 447 18677 5688 512 21911 16605 12373 2875
580,77 66 4 175 148 20 134 33 19 265
581,1535 27 1532 17 50 37 42 251 194 1715
582,9770 13434 12812 21604 2660 6777 14011 14012 1555 13690
583,203 214 1978 358 1855 1450 232 1651 5037 2550
585,986 511 1281 1185 1231 239 17 857 1858 832
586,5755 8759 11174 34 1840 147 585 9190 4573 5996
587,7134 6305 6825 6051 6304 6053 6054 7484 8803 6524
588,239 7258 511 7617 6116 986 1231 3107 5433 3701
590,21909 22101 21848 12926 21728 19701 11156 15284 11376 1290
591,42 214 203 27 116 520 603 4 645 323
594,376 4076 2293 4082 119 252 6215 8259 249 5932
595,40 3 55 291 411 4 2 7 905 16
596,249 299 212 146 1194 802 40 639 314 254
597,3022 2488 141 19 103 2 1499 1 80 170
598,136 277 1 18 730 1549 14 38 679 122
599,23 13 98 71 97 64 17 294 42 27
601,39 4 40 55 58 2 9 22 76 20
602,103 194 370 73 141 193 48 251 200 4
603,1 8 6 3 52 7 19 26 229 62
604,135 634 177 250 199 57 64 1174 781 399
605,14 145 136 277 1481 1 363 19 122 694
606,1573 1723 11568 3355 3300 19768 18210 15131 21093 2724
607,108 114 227 1366 46 167 223 311 90 270
608,189 44 0 284 808 285 1 557 1266
609,16827 20446 590 12641 5440 18081 345 15076 16345 17327
610,390 1776 168 56 915 2121 82 144 2196 382
611,22 103 141 48 14039 19945 12532 21977 65 73
612,19 13 95 45 1 27 220 17 326 47
613,6111 2558 8444 6599 5362 8697 14092 3681 236 526
614,14522 14521 12644 17872 17869 18383 21875 17870 17871 17877
615,1 6 17 19 10 3 9 14 50 37
616,7 33 4 48 73 65 141 194 74 163
617,34 6 1 30 14 26 51 16 53 60
620,9943 12216 13110 13127 12232 11314 17161 716 3875 1343
621,11949 1818 14998 20536 19965 463 5329 1195 2200 3090
622,22 73 48 194 170 134 2 163 20 83
623,16549 18076 11886 50 8403 47 11 15408 17 226
624,27 28 42 11 37 145 277 363 111 730
625,64 43 298 51 98 8 81 13 8284 105
626,11 17 27 47 42 145 14 136 19 2
627,8 33 25 3 61 14 24 80 74 20
629,81 88 14153 217 15 9196 22232 6744 13787 140
630,27 28 344 22 19 2 1 1073 1185 1231
631,1122 11738 498 21133 226 1476 2256 21120 901 12513
632,8 238 1 278 2 241 16 250 75 164
